"order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds"
"2000667,31,Jilin,4849,126.56989,43.85012,235,14,06-09 09:37:00,06-09 09:37:00,126.56604,43.87108,06-09 10:40:00,06-09 10:40:00,126.57317,43.85027,0609"
"1703107,31,Jilin,435,126.5621,43.86661,570,1,09-05 08:33:00,09-05 08:33:00,126.56604,43.87076,09-05 10:27:00,09-05 10:27:00,126.56198,43.86663,0905"
"1697887,31,Jilin,435,126.56344,43.86659,570,1,07-25 14:43:00,07-25 14:43:00,126.5661,43.87097,07-25 15:07:00,07-25 15:07:00,126.56628,43.87072,0725"
"2805781,31,Jilin,435,126.56321,43.86588,570,1,06-04 18:22:00,06-04 18:22:00,126.56606,43.87086,06-04 19:08:00,06-04 19:08:00,126.56358,43.86597,0604"
"3766002,31,Jilin,435,126.56358,43.86725,570,1,07-14 08:32:00,07-14 08:32:00,126.56607,43.87075,07-14 09:54:00,07-14 09:54:00,126.5623,43.86749,0714"
"3371324,31,Jilin,435,126.56353,43.86615,570,1,08-26 08:47:00,08-26 08:47:00,126.56624,43.8707,08-26 12:34:00,08-26 12:34:00,126.56558,43.8627,0826"
"3500931,31,Jilin,435,126.5637,43.86719,570,1,07-02 08:06:00,07-02 08:06:00,126.56603,43.87073,07-02 10:13:00,07-02 10:13:00,126.56373,43.86524,0702"
"649249,31,Jilin,435,126.56183,43.86757,570,1,06-19 15:03:00,06-19 15:03:00,126.55998,43.86688,06-19 16:01:00,06-19 16:01:00,126.56609,43.87055,0619"
"1397062,31,Jilin,435,126.56319,43.86755,570,1,07-19 07:48:00,07-19 07:48:00,126.56606,43.87065,07-19 12:30:00,07-19 12:30:00,126.56372,43.86761,0719"
"2836703,31,Jilin,435,126.56311,43.86753,570,1,07-08 08:15:00,07-08 08:15:00,126.56618,43.8707,07-08 11:28:00,07-08 11:28:00,126.56374,43.86595,0708"
"3142177,31,Jilin,435,126.5618,43.86594,570,1,09-01 08:53:00,09-01 08:53:00,126.56618,43.87071,09-01 16:06:00,09-01 16:06:00,126.56196,43.86574,0901"
"4358233,31,Jilin,435,126.56223,43.86655,570,1,08-07 08:10:00,08-07 08:10:00,126.56613,43.87073,08-07 11:29:00,08-07 11:29:00,126.56282,43.86662,0807"
"4341092,31,Jilin,949,126.58849,43.84201,819,14,09-10 08:04:00,09-10 08:04:00,126.56602,43.8711,09-10 10:00:00,09-10 10:00:00,126.58986,43.84527,0910"
"1553172,31,Jilin,949,126.58731,43.84069,819,14,05-30 14:52:00,05-30 14:52:00,126.56602,43.87124,05-30 16:27:00,05-30 16:27:00,126.58769,43.84103,0530"
"601532,31,Jilin,949,126.58852,43.84205,819,14,09-02 07:48:00,09-02 07:48:00,126.56618,43.87089,09-02 09:51:00,09-02 09:51:00,126.58761,43.84182,0902"
"28450,31,Jilin,949,126.5884,43.84098,819,14,09-22 07:57:00,09-22 07:57:00,126.56606,43.87103,09-22 09:54:00,09-22 09:54:00,126.58927,43.83943,0922"
"2157859,31,Jilin,949,126.58713,43.84061,819,14,09-06 08:21:00,09-06 08:21:00,126.56603,43.87092,09-06 11:15:00,09-06 11:15:00,126.58847,43.83871,0906"
"4509296,31,Jilin,949,126.58735,43.84066,819,14,05-18 08:55:00,05-18 08:55:00,126.56615,43.87111,05-18 11:43:00,05-18 11:43:00,126.5872,43.84059,0518"
